uid,name,airline,text,tweet_created,tweet_city,tweet_state,Chosen
681450909,OmarMohiuddin,United,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.,2/22/2015 10:43,Carlsbad, CA,Not chosen
681450911,Bozboyku1,United,@united My bag is lost and I can't get ahold of anyone that can help,2/22/2015 10:43,Las Vegas, NV,Not chosen
681450913,Eivind_G,United,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,2/22/2015 10:42,Stamford, CT,Not chosen
681450918,LuisCadena,United,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,2/22/2015 10:39,Detroit, MI,Not chosen
681450922,JoeSchmuck,United,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",2/22/2015 10:35,San Diego, CA,Not chosen
681450926,prettytrini22,United,@united tried that. Cannot figure out where to go to get it.,2/22/2015 10:34,San Francisco, CA,Not chosen
681450930,SamChipperfield,United,@united Did you get your 757 Model?,2/22/2015 10:32,New Haven, CT,Not chosen
681450934,LMSNaomi,United,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service,2/22/2015 10:27,Dallas, TX,Not chosen
681450936,SCVPools,United,@united direct messages not going through please help,2/22/2015 10:25,Quincy, MA,Not chosen
681450938,djsox5,United,"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",2/22/2015 10:20,Hershey, PA,Not chosen
681450940,DanVidayo,United,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,2/22/2015 10:19,Detroit, MI,Not chosen
681450943,LMSNaomi,United,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,2/22/2015 10:19,Dallas, TX,Not chosen
681450944,BBickmire,United,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a,2/22/2015 10:16,Dallas, TX,Not chosen
681450946,swolfhoops,United,@united will do. Just need to get CVG.... and my bag too. Thanks,2/22/2015 10:13,Louisville, KY ,Not chosen
681450948,BenHabbel,United,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",2/22/2015 10:11,New York, NY,Not chosen
681450953,LMSNaomi,United,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",2/22/2015 10:05,Dallas, TX,Not chosen
681450957,SCBruinsfan,United,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,2/22/2015 10:02,Washington, D.C. ,Not chosen
681450959,HoustonBlueMan,United,@united no. I need you to have more than 2 agents at check in.,2/22/2015 10:02,Houston, TX,Not chosen
681450961,BenHabbel,United,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper,2/22/2015 9:58,New York, NY,Not chosen
681450963,WilliGranny,United,"@united we got it, thanks.",2/22/2015 9:55,San Francisco, CA,Not chosen
681450965,Eivind_G,United,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,2/22/2015 9:51,Stamford, CT,Not chosen
681450966,Eivind_G,United,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",2/22/2015 9:51,Stamford, CT,Not chosen
681450968,HoustonBlueMan,United,@united severely under staffed at Iah.,2/22/2015 9:50,Houston, TX,Not chosen
681450970,FrontRowEc,United,@united amazing hospitality and helpfulness from Anthony Lastella. Great staff _ÙÔ_ÙÔ_ÙÔ‰Ïö•ü def flying #united again.,2/22/2015 9:50,Queens, NY,Not chosen
681450974,201Chef,United,"@united just touched down in Miami - not too far off , Nicely done united _ÙÔ",2/22/2015 9:46,Los Angeles, CA,Not chosen
681450977,Laura_GomezRod,United,@united what's the status of flight 1008 BogotÌÁ-Houston?,2/22/2015 9:40,Phoenix, AZ,Not chosen
681450981,opjebekrol,United,@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,2/22/2015 9:34,San Francisco, CA,Not chosen
681450983,jrdurante,United,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",2/22/2015 9:33,San Francisco, CA,Not chosen
681450986,patrickbeiers,United,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,2/22/2015 9:32,Orlando, FL,Not chosen
681450990,toinecl,United,"@united it was very comfortable, now waiting for our luggage",2/22/2015 9:24,Kansas City, MO,Not chosen
681450996,worldknits,United,@united thank you,2/22/2015 9:14,Fredericksburg, VA,Not chosen
681450999,emmarosewright,United,@united finally got through and they were very helpful. Appreciate it!,2/22/2015 9:10,San Francisco, CA,Not chosen
681451001,WayneMAaron,United,@united pls follow for DM,2/22/2015 9:10,San Francisco, CA,Not chosen
681451003,starbeer,United,"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",2/22/2015 9:10,Tempe, AZ,Not chosen
681451007,WilliGranny,United,@united can you assign seats,2/22/2015 9:10,San Francisco, CA,Not chosen
681451009,4geiger,United,‰ÛÏ@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH‰Û always blame the customer,2/22/2015 9:08,Kansas City, MO,Not chosen
681451010,4geiger,United,@united not my luggage,2/22/2015 9:07,Kansas City, MO,Not chosen
681451012,ImagesbyTLP,United,@united it's boarding time for ua3882 but no crewe,2/22/2015 9:06,Detroit, MI,Not chosen
681451014,Nick_Delray,United,@united just added one. Ty,2/22/2015 9:06,San Francisco, CA,Not chosen
681451018,WayneMAaron,United,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,2/22/2015 8:57,San Francisco, CA,Not chosen
681451021,Nick_Delray,United,@united no way one person is working entire security checkpoint in EWR _Ù Ð,2/22/2015 8:55,San Francisco, CA,Not chosen
681451023,LisaGetz1,United,@united THANK YOU!,2/22/2015 8:50,Bedford, NH,Not chosen
681451024,jeisensc,United,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,2/22/2015 8:47,San Diego, CA,Not chosen
681451027,greghm88,United,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,2/22/2015 8:46,Logan,UT,Not chosen
681451033,WayneMAaron,United,@united pls follow for DM.,2/22/2015 8:41,San Francisco, CA,Not chosen
681451035,drr51664,United,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,2/22/2015 8:33,Carmel, IN,Not chosen
681451037,worldknits,United,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,2/22/2015 8:33,Fredericksburg, VA,Not chosen
681451039,drr51664,United,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2,2/22/2015 8:31,Carmel, IN,Not chosen
681451043,CressM,United,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,2/22/2015 8:28,Evanston, IL,Not chosen
681451047,ajbohman,United,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate,2/22/2015 8:20,Jacksonville, FL,Not chosen
681451049,LaHauser,United,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",2/22/2015 8:19,San Francisco, CA,Not chosen
681451051,plazaroff,United,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,2/22/2015 8:19,San Francisco, CA,Not chosen
681451053,KapuriaMd,United,@united worked out after all. Thanks for your immediate reply!!,2/22/2015 8:19,San Francisco, CA,Not chosen
681451055,jasminhunter,United,@united two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain,2/22/2015 8:19,Portland, OR,Not chosen
681451057,allen_crawford,United,"@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead. #winwin",2/22/2015 8:17,Indianapolis, IN,Not chosen
681451062,czamkoff,United,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,2/22/2015 8:15,San Francisco, CA,Not chosen
681451063,jasminhunter,United,@united this customer service experience will be tweeted for quality assurance.,2/22/2015 8:13,Portland, OR,Not chosen
681451067,czamkoff,United,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,2/22/2015 8:10,San Francisco, CA,Not chosen
681451069,BenHabbel,United,@united can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,2/22/2015 8:10,New York, NY,Not chosen
681451070,RJordan47,United,@united can you get me to okc from Sacramento today. Dfw is now closed,2/22/2015 8:07,Oakland, CA,Not chosen
681451071,cryancox,United,@united any chance you could help rebook?? My flight Cancelled Flightled,2/22/2015 8:05,San Francisco, CA,Not chosen
681451075,patrick_maness,United,@united Yes. To Boston. I was going to Providence.,2/22/2015 8:01,Redlands, CA,Not chosen
681451077,AdamDonkus,United,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,2/22/2015 7:59,Stockton, CA,Not chosen
681451079,juansequeda,United,@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.,2/22/2015 7:57,Austin, TX,Not chosen
681451081,ATL_Attorney,United,@united same day flights,2/22/2015 7:56,Atlanta, GA,Not chosen
681451087,ATL_Attorney,United,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!,2/22/2015 7:54,Atlanta, GA,Not chosen
681451095,goldsteinmlg,United,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",2/22/2015 7:44,San Francisco, CA,Not chosen
681451101,StregaHorn,United,@united is a joke.  Lots of angry people at IAH this AM.,2/22/2015 7:40,Houston, TX,Not chosen
681451103,CressM,United,@united I6EP18,2/22/2015 7:39,Evanston, IL,Not chosen
681451108,bushth07,United,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",2/22/2015 7:36,Boston, MA,Not chosen
681451110,worldknits,United,@united DM'ed you,2/22/2015 7:34,Fredericksburg, VA,Not chosen
681451116,throthra,United,@united why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir,2/22/2015 7:28,San Francisco, CA,Not chosen
681451118,ericdUX,United,@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,2/22/2015 7:26,Columbus, OH,Not chosen
681451120,throthra,United,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",2/22/2015 7:22,San Francisco, CA,Not chosen
681451122,RJordan47,United,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,2/22/2015 7:21,Oklahoma City, OK,Not chosen
681451124,laurahotaling,United,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,2/22/2015 7:21,San Francisco, CA,Not chosen
681451126,NosihtamInc,United,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada",2/22/2015 7:20,Washington, D.C. ,Not chosen
681451127,KapuriaMd,United,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,2/22/2015 7:19,San Francisco, CA,Not chosen
681451128,3speed,United,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD,2/22/2015 7:19,Washington, D.C. ,Not chosen
681451135,GusSpaulding,United,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,2/22/2015 7:12,New York, NY,Not chosen
681451140,czamkoff,United,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,2/22/2015 7:09,San Francisco, CA,Not chosen
681451142,roryfreeman87,United,@united with about 25 people trying to get on flights,2/22/2015 7:08,Carlsbad, CA,Not chosen
681451144,DanielPaulEller,United,"@united, more lies... http://t.co/BEqoTLNugc",2/22/2015 7:08,Chicago, IL,Not chosen
681451146,roryfreeman87,United,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,2/22/2015 7:08,Carlsbad, CA,Not chosen
681451149,BuickJohnc,United,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired,2/22/2015 7:07,Detroit, MI,Not chosen
681451151,Angry_VBK,United,@united thank you,2/22/2015 7:07,San Francisco, CA,Not chosen
681451153,DanielPaulEller,United,"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2",2/22/2015 7:06,Chicago, IL,Not chosen
681451156,craigsmail,United,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,2/22/2015 7:04,Kansas City, MO,Not chosen
681451158,KapuriaMd,United,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks",2/22/2015 7:03,San Francisco, CA,Not chosen
681451162,throthra,United,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta,2/22/2015 6:55,San Francisco, CA,Not chosen
681451166,201Chef,United,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,2/22/2015 6:46,Los Angeles, CA,Not chosen
681451168,DanielPaulEller,United,@united fuck you for not caring _Ù÷¢,2/22/2015 6:45,Chicago, IL,Not chosen
681451172,Angry_VBK,United,@united question. Are departure times based off eastern central time or the time zone your actually in?,2/22/2015 6:41,San Francisco, CA,Not chosen
681451174,auciello,United,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,2/22/2015 6:40,Quincy, MA,Not chosen
681451178,szymanski_t,United,@united if you lost my belongings then BE HONEST!,2/22/2015 6:39,San Francisco, CA,Not chosen
681451180,CoachMcRoberts,United,@united Back at the Denver airport and ready for round two today. Ready to get home!,2/22/2015 6:34,Orlando, FL ,Not chosen
681451187,Therobertlewin,United,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785,2/22/2015 6:29,San Francisco, CA,Not chosen
681451188,szymanski_t,United,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!,2/22/2015 6:29,San Francisco, CA,Not chosen
681451189,FlyChristo,United,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",2/22/2015 6:29,New York, NY,Not chosen
681451190,bushth07,United,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but...",2/22/2015 6:29,Boston, MA,Not chosen
681451192,szymanski_t,United,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,2/22/2015 6:28,San Francisco, CA,Not chosen
681451195,throthra,United,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",2/22/2015 6:27,San Francisco, CA,Not chosen
681451197,szymanski_t,United,@united I have never been mislead by a company as many times as I have this week by United Airlines!,2/22/2015 6:25,San Francisco, CA,Not chosen
681451198,szymanski_t,United,@united I would never fly United Airlines again!,2/22/2015 6:24,San Francisco, CA,Not chosen
681451199,kaf_silva,United,@united I am still in the airport waiting for my flight.,2/22/2015 6:24,San Francisco, CA,Not chosen
681451200,szymanski_t,United,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,2/22/2015 6:23,San Francisco, CA,Not chosen
681451201,jlongoria21,United,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,2/22/2015 6:21,Richmond, VA,Not chosen
681451202,siobhanvivian,United,@united just did! Thank you!,2/22/2015 6:16,Tempe, AZ,Not chosen
681451204,greghm88,United,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4",2/22/2015 6:14,Logan,UT,Not chosen
681451205,jeisensc,United,"@united did your super computer _ÙÕ© ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",2/22/2015 6:12,San Diego, CA,Not chosen
681451206,BenHabbel,United,@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,2/22/2015 6:10,New York, NY,Not chosen
681451208,EmmeliePickett,United,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,2/22/2015 6:04,Fort Lauderdale, Fl,Not chosen
681451209,DanielPaulEller,United,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",2/22/2015 6:01,Chicago, IL,Not chosen
681451210,fctry,United,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY,2/22/2015 6:00,Washington, D.C. ,Not chosen
681451212,ajbohman,United,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta,2/22/2015 6:00,Jacksonville, FL,Not chosen
681451213,mahrruk,United,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",2/22/2015 5:59,Richmond, VA,Not chosen
681451214,DaRenton,United,@united I am - thank you!,2/22/2015 5:53,College Station, TX,Not chosen
681451215,_Charette_,United,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,2/22/2015 5:47,San Francisco, CA,Not chosen
681451216,wamo66,United,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,2/22/2015 5:40,San Francisco, CA,Not chosen
681451218,Potter_Who,United,@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?,2/22/2015 5:38,Washington, D.C. ,Not chosen
681451219,ohsweet_melissa,United,@united overbooked by FIFTY people?!? the worst.,2/22/2015 5:38,San Francisco, CA,Not chosen
681451221,kaf_silva,United,@united I would like to know what is the easiest way to get a refund.,2/22/2015 5:37,San Francisco, CA,Not chosen
681451222,siobhanvivian,United,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",2/22/2015 5:34,Tempe, AZ,Not chosen
681451223,sap_geek,United,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,2/22/2015 5:34,San Francisco, CA,Not chosen
681451224,anil_arca,United,@united I just sent to you.,2/22/2015 5:29,Tucson, AZ,Not chosen
681451225,KP_DR_RAMOS,United,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv",2/22/2015 5:27,San Francisco, CA,Not chosen
681451227,robbid,United,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.,2/22/2015 5:21,Houston, TX,Not chosen
681451229,traceyabbywhite,United,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,2/22/2015 5:12,Atlanta, GA,Not chosen
681451230,ahaeder,United,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",2/22/2015 5:11,Orlando, FL ,Not chosen
681451231,sap_geek,United,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......,2/22/2015 5:09,San Francisco, CA,Not chosen
681451233,robbid,United,@united What does delayed due to Customer Service mean for UA761?,2/22/2015 5:00,Houston, TX,Not chosen
681451235,jpfox13,United,@united flight #1 no luck on #standby,2/22/2015 4:57,Tempe, AZ,Not chosen
681451236,gwp22183,United,"@united Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",2/22/2015 4:55,Louisville, KY ,Not chosen
681451237,jessehaines,United,"@united I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",2/22/2015 4:53,Houston, TX,Not chosen
681451238,mwbotelho,United,"@united I'm not sure it will have ""next time""...",2/22/2015 4:53,Costa Mesa, CA,Not chosen
681451239,svhlatky,United,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane',2/22/2015 4:48,Kansas City, MO,Not chosen
681451240,21stCenturyMom,United,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",2/22/2015 4:45,San Francisco, CA,Not chosen
681451241,cedraughn,United,@united you a bish,2/22/2015 4:41,Seattle, WA,Not chosen
681451242,docambrose97,United,@united Thanks!  Good to know.,2/22/2015 4:40,San Francisco, CA,Not chosen
681451243,meigheyburn,United,@united okay. Thanks.,2/22/2015 4:38,Akron, Ohio,Not chosen
681451244,traceyabbywhite,United,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,2/22/2015 4:36,Atlanta, GA,Not chosen
681451247,traceyabbywhite,United,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited,2/22/2015 4:33,Atlanta, GA,Not chosen
681451249,docambrose97,United,@united My bag reference ID number is IND43728M. Thanks for looking at it.,2/22/2015 4:32,San Francisco, CA,Not chosen
681451250,traceyabbywhite,United,@united one lady helping the 12 of us with luggage,2/22/2015 4:30,Atlanta, GA,Not chosen
681451251,traceyabbywhite,United,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,2/22/2015 4:29,Atlanta, GA,Not chosen
681451252,seb749,United,@united met with agent. All taken care of. Thx for reply,2/22/2015 4:26,San Francisco, CA,Not chosen
681451253,Patty_Ell,United,@united @suntoshi I still like you united airlines,2/22/2015 4:19,Stockton, CA,Not chosen
681451254,SagiRoi,United,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel",2/22/2015 4:19,San Francisco, CA,Not chosen
681451256,fabricelion,United,"@united are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice",2/22/2015 4:13,Bedford, NH,Not chosen
681451257,DVERandy,United,@united you Cancelled Flightled my flight without notification?,2/22/2015 4:13,Washington, D.C. ,Not chosen
681451259,jlongoria21,United,"@united since I have an international connection at 9am, I'm hoping for the same thing!",2/22/2015 4:10,Richmond, VA,Not chosen
681451260,seb749,United,@united need help. Never got tickets. Conf #ggqzqd,2/22/2015 4:08,San Francisco, CA,Not chosen
681451262,victor_haydin,United,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,2/22/2015 3:40,San Francisco, CA,Not chosen
681451264,MichaelJGlasgow,United,"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks",2/22/2015 3:32,Raleigh, NC,Not chosen
681451265,greghm88,United,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,2/22/2015 3:31,Logan,UT,Not chosen
681451267,jimbradshaw4,United,@united I know that. Thanks for the standard reply.,2/22/2015 3:17,San Francisco, CA,Not chosen
681451268,chivo2089,United,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,2/22/2015 3:12,Great Barrington, MA,Not chosen
681451269,ahaeder,United,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,2/22/2015 3:11,Orlando, FL ,Not chosen
681451270,MrTrippe,United,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,2/22/2015 3:07,Tempe, AZ,Not chosen
681451271,throthra,United,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",2/22/2015 2:59,San Francisco, CA,Not chosen
681451272,MMMarketing2014,United,@united no my concerns were not addressed,2/22/2015 2:47,Los Angeles, CA,Not chosen
681451273,plazaroff,United,@united DUH and done. bag whereabouts unknown. Greeeaat,2/22/2015 2:36,San Francisco, CA,Not chosen
681451274,throthra,United,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks",2/22/2015 2:33,San Francisco, CA,Not chosen
681451276,jaykirell,United,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,2/22/2015 2:21,Long Island, NY,Not chosen
681451277,MaxAbrahms,United,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,2/22/2015 2:16,Boston, MA,Not chosen
681451279,Whosgunz,United,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",2/22/2015 2:10,San Francisco, CA,Not chosen
681451281,Whosgunz,United,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,2/22/2015 2:08,San Francisco, CA,Not chosen
681451283,Whosgunz,United,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????,2/22/2015 1:46,San Francisco, CA,Not chosen
681451284,MaxAbrahms,United,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",2/22/2015 1:39,Boston, MA,Not chosen
681451286,suntoshi,United,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",2/22/2015 1:27,Bedford, Nh,Not chosen
681451288,Whosgunz,United,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,2/22/2015 0:58,San Francisco, CA,Not chosen
681451289,Whosgunz,United,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,2/22/2015 0:54,San Francisco, CA,Not chosen
681451290,Whosgunz,United,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.,2/22/2015 0:49,San Francisco, CA,Not chosen
681451292,Whosgunz,United,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.,2/22/2015 0:47,San Francisco, CA,Not chosen
681451293,throthra,United,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA,2/22/2015 0:41,San Francisco, CA,Not chosen
681451295,throthra,United,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.,2/22/2015 0:35,San Francisco, CA,Not chosen
681451296,RoyLe9,United,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,2/22/2015 0:35,San Francisco, CA,Not chosen
681451297,gregliefooghe,United,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,2/22/2015 0:20,San Diego, CA,Not chosen
681451299,TimBouhour,United,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets,2/21/2015 23:52,Raleigh, NC,Not chosen
681451300,SCVPools,United,@united where is our luggage,2/21/2015 23:45,Quincy, MA,Not chosen
681451301,mrp,United,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,2/21/2015 23:38,Seattle, WA,Not chosen
681451302,kreespa,United,@united all set. Figured it out at the baggage office!,2/21/2015 23:36,Lincoln, NE,Not chosen
681451303,Finrz,United,@united screws up again...to be expected! NEVER AGAIN!,2/21/2015 23:24,Iowa City, IA,Not chosen
681451304,Ofbikesandbirds,United,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...,2/21/2015 23:17,San Francisco, CA,Not chosen
681451306,EmilyIsBach,United,@united I have $20 and I'll draw you a super sweet picture of your choosing. Will that get me round-trip to San Diego? _ÙÎ«_ÙÎ« It's so cold here.,2/21/2015 22:57,Portland, OR,Not chosen
681451307,RJordan47,United,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.,2/21/2015 22:46,Oklahoma City, OK,Not chosen
681451308,ChrisJValdez,United,"@united That's called throwing ""loyalty"" out the window and trying to give less awards.",2/21/2015 22:39,Worcester, MA ,Not chosen
